City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
215,urucara,-2.5364,-57.76,23.93,74,53,0.93,BR,1722145381
216,usogorsk,63.4106,48.6872,14.77,74,100,3.79,RU,1722145381
217,patacamaya,-17.2333,-67.9167,4.33,92,9,3.46,BO,1722145382
218,ancud,-41.8697,-73.8203,2.68,76,11,1.85,CL,1722145383
219,envira,-7.3,-70.2167,24.04,65,32,0.93,BR,1722145383
220,city of balikpapan,-1.242,116.8942,29.97,84,40,3.09,ID,1722145383
221,baki,-7.6128,110.7839,33.06,43,10,5.36,ID,1722145384
222,rio grande,-32.035,-52.0986,13.3,95,79,4.93,BR,1722145384
223,aasiaat,68.7098,-52.8699,2.25,93,15,3.62,GL,1722145384
224,pyhajarvi,67.0701,27.2176,16.52,85,90,2.89,FI,1722145385
225,badger,64.8,-147.5333,12.14,90,100,5.14,US,1722145385
226,mejit,10.2753,170.8646,27.85,79,76,3.76,MH,1722145385
227,nadym,65.5333,72.5167,23.16,69,93,8.68,RU,1722145386
228,lamu,-2.2717,40.902,25.58,71,49,6.26,KE,1722145386
229,mont-dore,-22.2833,166.5833,21.99,67,46,3.99,NC,1722145386
230,ataq,14.5377,46.8319,29.15,48,53,2.53,YE,1722145387
231,shetpe,44.1667,52.1167,26.36,24,72,6.55,KZ,1722145387
232,pushkino,56.0172,37.8667,22.19,100,45,3.28,RU,1722145387
233,walvis bay,-22.9575,14.5053,10.61,93,75,3.6,NA,1722145388
234,ghanzi,-21.5667,21.7833,8.93,16,0,3.76,BW,1722145388
235,vedaraniyam,10.3667,79.85,31.69,58,58,6.5,IN,1722145388
236,udachny,66.4167,112.4,22.92,48,100,2.61,RU,1722145389
237,saint johnsbury,44.4192,-72.0151,16.16,94,0,0.0,US,1722145389
238,lazaro cardenas,17.9583,-102.2,26.46,86,20,1.49,MX,1722145389
239,kapa'a,22.0752,-159.319,25.18,77,100,7.2,US,1722145390
240,sittwe,20.15,92.9,26.66,93,100,10.03,MM,1722145390
241,bastrop,32.7562,-91.8724,25.46,94,100,0.0,US,1722145390
242,ungsang-nodongjagu,42.3578,130.4622,20.64,98,100,1.33,KP,1722145391
243,ondjiva,-17.0667,15.7333,9.02,12,0,0.0,AO,1722145391
244,east glenville,42.8945,-73.9279,19.18,88,0,1.34,US,1722145392
245,gizo,-8.103,156.8419,27.42,79,80,6.94,SB,1722145392
246,reitz,-27.8014,28.4273,5.08,26,1,4.05,ZA,1722145392
247,amasra,41.7463,32.3863,20.03,65,0,1.55,TR,1722145393
248,kayangel,8.0823,134.7173,28.55,76,67,4.8,PW,1722145393
249,keflavik,64.0049,-22.5624,9.95,93,75,3.6,IS,1722145393
250,tralee,52.2704,-9.7026,10.11,94,56,1.45,IE,1722145405
251,dudinka,69.4058,86.1778,22.57,41,15,9.14,RU,1722145405
252,broken hill,-31.95,141.4333,11.55,37,0,5.82,AU,1722145409
253,gazli,40.1333,63.45,37.0,12,1,9.8,UZ,1722145409
254,marang,5.2056,103.2059,33.95,61,98,1.51,MY,1722145409
255,tazacorte,28.629,-17.9293,21.54,92,100,4.63,ES,1722145410
256,moab,38.5733,-109.5498,26.45,19,1,5.65,US,1722145410
257,carnarvon,-24.8667,113.6333,20.66,48,0,5.14,AU,1722145410
258,slave lake,55.2834,-114.769,15.99,88,0,1.03,CA,1722145411
259,puerto colombia,10.9878,-74.9547,28.05,83,100,2.64,CO,1722145411
260,rawah,34.4816,41.9093,34.83,20,0,9.01,IQ,1722145411
261,dalandzadgad,43.5708,104.425,31.43,19,56,3.33,MN,1722145412
262,umm kaddadah,13.6017,26.6876,25.63,70,98,6.04,SD,1722145412
263,oranjemund,-28.55,16.4333,12.32,75,82,5.16,NA,1722145412
264,cidreira,-30.1811,-50.2056,15.96,98,81,1.31,BR,1722145413
265,port macquarie,-31.4333,152.9167,17.72,26,18,3.13,AU,1722145404
266,margate,51.3813,1.3862,15.5,84,0,2.97,GB,1722145428
267,palm beach,26.6503,-80.4498,29.01,87,90,2.11,US,1722145428
268,kalmunai,7.4167,81.8167,34.79,45,100,3.72,LK,1722145428
269,nikel,69.4128,30.222,21.1,62,30,4.42,RU,1722145429
270,guerrero negro,27.9769,-114.0611,19.9,85,74,5.83,MX,1722145429
271,hilo,19.7297,-155.09,23.47,88,31,0.45,US,1722145429
272,erenhot,43.6475,111.9767,30.3,33,3,4.54,CN,1722145430
273,sunne,59.8376,13.143,15.18,85,95,1.85,SE,1722145430
274,piti village,13.4626,144.6933,31.49,73,20,3.09,GU,1722145430
275,newman,37.3138,-121.0208,19.58,71,0,2.24,US,1722145431
276,kismayo,-0.3582,42.5454,26.19,70,51,6.98,SO,1722145431
277,tabou,4.423,-7.3528,24.22,88,99,3.72,CI,1722145431
278,la punta,-33.1837,-66.3127,7.42,65,79,6.79,AR,1722145432
279,skeldon,5.8833,-57.1333,24.34,92,54,0.82,GY,1722145432
280,saint-pierre,-21.3393,55.4781,24.82,50,0,1.54,RE,1722145432
281,mata-utu,-13.2816,-176.1745,25.72,60,84,8.64,WF,1722145433
282,victorica,-36.2151,-65.4359,5.72,28,85,3.8,AR,1722145433
283,labytnangi,66.6572,66.4183,19.88,54,100,10.92,RU,1722145433
284,sarandi grande,-33.7333,-56.3333,5.78,75,12,3.94,UY,1722145434
285,port mathurin,-19.6833,63.4167,23.07,73,66,6.22,MU,1722145434
286,east liverpool,40.6187,-80.5773,20.05,98,0,1.43,US,1722145434
287,north perth,43.7251,-80.9672,15.53,91,9,2.05,CA,1722145440
288,talara,-4.5772,-81.2719,18.25,83,4,6.19,PE,1722145450
289,bocaiuva,-17.1078,-43.815,16.67,64,9,1.38,BR,1722145450
290,al hasaheisa,14.7526,33.2984,26.71,69,83,6.63,SD,1722145451
291,nagqu,31.5,92.0,12.48,53,79,6.36,CN,1722145451
292,douz,33.4663,9.0203,26.31,70,0,6.48,TN,1722145451
293,tabas,33.5959,56.9244,40.96,11,0,1.67,IR,1722145452
294,zhanaozen,43.3,52.8,27.03,28,12,7.44,KZ,1722145452
295,riosucio,5.4216,-75.7032,13.34,98,59,0.57,CO,1722145452
296,narsingdi,23.9208,90.7181,33.01,56,96,4.45,BD,1722145453
297,nova sintra,14.8667,-24.7167,26.53,83,73,5.26,CV,1722145453
298,darmanesti,46.3667,26.4833,21.1,51,0,1.66,RO,1722145453
299,midvagur,62.0511,-7.1939,11.46,100,100,3.09,FO,1722145454
300,asaita,11.5636,41.4394,29.11,56,81,5.07,ET,1722145454
301,port hedland,-20.3167,118.5667,28.03,15,6,3.09,AU,1722145455
302,plettenberg bay,-34.0527,23.3716,9.14,73,71,8.2,ZA,1722145455
303,arraial do cabo,-22.9661,-42.0278,21.61,87,99,5.48,BR,1722145455
304,mukalla,14.5425,49.1242,31.09,62,14,1.58,YE,1722145456
305,sisimiut,66.9395,-53.6735,3.52,90,52,2.28,GL,1722145456
306,mu'minobod,38.1085,70.0285,34.35,14,0,4.12,TJ,1722145456
307,vadso,70.0744,29.7487,21.49,73,60,2.57,NO,1722145457
308,nova xavantina,-14.6667,-52.35,19.32,42,0,1.19,BR,1722145457
309,punta arenas,-53.15,-70.9167,-1.94,86,40,9.26,CL,1722145457
310,tura,25.5198,90.2201,31.32,74,89,0.9,IN,1722145458
311,debre birhan,9.6833,39.5333,12.72,82,79,1.33,ET,1722145458
312,machico,32.7,-16.7667,23.73,79,40,2.57,PT,1722145459
313,chinde,26.8212,87.7095,30.36,74,100,2.23,NP,1722145459
314,sarankhola,22.3082,89.7897,32.3,70,75,3.13,BD,1722145459
315,mumford,5.2618,-0.759,23.4,91,91,5.66,GH,1722145460
316,yanchep,-31.55,115.6833,18.9,74,45,7.89,AU,1722145460
317,zhoukou,33.6333,114.6333,26.68,91,100,2.02,CN,1722145460
318,egilsstadir,65.2653,-14.3948,9.95,87,0,2.06,IS,1722145461
319,champerico,14.3,-91.9167,25.95,87,100,4.08,GT,1722145461
320,thunder bay,48.4001,-89.3168,20.99,94,40,2.06,CA,1722145461
321,dalbandin,28.8947,64.4101,41.41,13,69,1.25,PK,1722145462
322,tonya,40.8862,39.2924,18.39,75,61,2.04,TR,1722145462
323,dangriga,16.9692,-88.2321,27.23,86,100,6.69,BZ,1722145462
324,okha,53.5739,142.9478,17.38,82,100,4.93,RU,1722145463
325,salinopolis,-0.6136,-47.3561,26.38,76,12,5.24,BR,1722145480
326,maintirano,-18.0667,44.0167,23.61,65,0,3.8,MG,1722145480
327,apolinario saravia,-24.4328,-63.9954,19.64,57,97,3.07,AR,1722145480
328,tinajo,29.0788,-13.7081,21.49,78,20,3.09,ES,1722145481
329,kalemie,-5.9475,29.1947,23.37,40,35,1.61,CD,1722145481
330,howard springs,-12.497,131.047,31.1,63,78,3.4,AU,1722145482
331,kirensk,57.7853,108.1119,31.08,44,77,1.29,RU,1722145482
332,shitanjing,39.2342,106.3439,31.52,21,96,3.53,CN,1722145482
333,opuwo,-18.0607,13.84,13.36,13,1,1.84,NA,1722145483
334,matao,-21.6033,-48.3658,15.63,46,44,2.28,BR,1722145487
335,altai,46.3722,96.2583,23.09,29,26,4.07,MN,1722145488
336,pechory,57.8164,27.6119,19.7,61,81,1.89,RU,1722145488
337,al qubbah,32.7616,22.2424,23.66,60,0,3.25,LY,1722145493
338,okap,19.7578,-72.2042,28.18,78,100,3.18,HT,1722145497
339,caleta de carquin,-11.0925,-77.6267,16.07,85,44,3.41,PE,1722145498
340,hammerfest,70.6634,23.6821,21.25,64,0,2.06,NO,1722145499
341,kununurra,-15.7667,128.7333,28.99,51,100,4.63,AU,1722145499
342,stornoway,58.2093,-6.3865,12.98,88,100,2.06,GB,1722145499
343,shenkursk,62.1091,42.896,18.73,50,19,2.76,RU,1722145500
344,kill devil hills,36.0307,-75.676,24.43,79,40,3.09,US,1722145500
345,zavodoukovsk,56.5042,66.5515,13.35,89,96,5.2,RU,1722145500
